text,text_clean,rating,sentiment
Terima kasih atas produk anda,terima kasih atas produk anda,5,Positive
"Sesuai sih dengan deskripsinya walau ukurannya agak besar, padahal milihnya sesuai dengan ukuran Saya..",sesuai sih dengan deskripsinya walau ukurannya agak besar padahal milihnya sesuai dengan ukuran saya,4,Positive
Produk sangat bagus dan sesuai dengan deskripsi 👍👍👍,produk sangat bagus dan sesuai dengan deskripsi,5,Positive
Produk bagus dan tiba tepat waktu,produk bagus dan tiba tepat waktu,5,Positive
Sudah cepat pengirimannya cuma tolong diluar jam toko adminnya on juga donk,sudah cepat pengirimannya cuma tolong diluar jam toko adminnya on juga donk,3,Neutral
"Kalo Untuk Productnya No Comment Lah, Kan Emang Barang ORIGINAL.
Saran Saja ya Min, Banyakin Discount dan Ukuran Besar Misalnya 45 😄👍🏽👍🏽❤️❤️❤️❤️😘🙏🏽",kalo untuk productnya no comment lah kan emang barang original saran saja ya min banyakin discount dan ukuran besar misalnya,5,Positive
Barang sesuai pesanan dan cepat sampai,barang sesuai pesanan dan cepat sampai,5,Positive
Fast respon.. pengiriman oke.. barang ori bagus,fast respon pengiriman oke barang ori bagus,4,Positive
"Ini barang bagus amat, original dari wakai! Gausah takut tipu tipu gua udah buktiin. Barang cepet sampenya, dan ukuran sama bahannya ga ngebohongin!
Recomended ni buat yg cari sepatu slip on!",ini barang bagus amat original dari wakai gausah takut tipu tipu gua udah buktiin barang cepet sampenya dan ukuran sama bahannya ga ngebohongin recomended ni buat yg cari sepatu slip on,5,Positive
Sepatu Bagus Sesuai Pesanan sukses sll Wakai,sepatu bagus sesuai pesanan sukses sll wakai,5,Positive
"Sepatu bagus, empuk dan nyaman. Pelayanan ok fast respon. Cuman sayang, metode pengirimannya pelit. Yah klo ga ada gojek/grab. Jnenya adain yg express lah. Tp tetep 5 star",sepatu bagus empuk dan nyaman pelayanan ok fast respon cuman sayang metode pengirimannya pelit yah klo ga ada gojek grab jnenya adain yg express lah tp tetep star,5,Positive
"Kualitas, harga, dan pelayanannya the best....",kualitas harga dan pelayanannya the best,5,Positive
terimakasih barang cepat sampai...,terimakasih barang cepat sampai,5,Positive
Selalu puas sama produknya...😍,selalu puas sama produknya,5,Positive
Cocok Kualitas bintang 5 !,cocok kualitas bintang,5,Positive
Barang bagus.. pengiriman cepet..,barang bagus pengiriman cepet,5,Positive
Biarkan bintang yg berbicara,biarkan bintang yg berbicara,5,Positive
"Mantaab diskon. Kualitas sesuai dengan harga, nyaman dipakai",mantaab diskon kualitas sesuai dengan harga nyaman dipakai,5,Positive
"Produk 100% original ... pengiriman cepat , respon toko baik 👍👍👍",produk original pengiriman cepat respon toko baik,5,Positive
"Keren bonus jam nya... lebih keren lagi responnya, 26 jam bandung-jakarta pakai jne reg. Barang dah sampe... tks seller..",keren bonus jam nya lebih keren lagi responnya jam bandung jakarta pakai jne reg barang dah sampe tks seller,5,Positive
Utk harga sgini kualitas ny top bgt,utk harga sgini kualitas ny top bgt,5,Positive
Mantaaaaaaaaaappppppp,mantaaaaaaaaaappppppp,5,Positive
Sepatu bagus cuma jam kegedean,sepatu bagus cuma jam kegedean,5,Positive
cakeppppppppppppppppppppp,cakeppppppppppppppppppppp,5,Positive
"Good product, good seller, good price",good product good seller good price,4,Positive
"Lumayan lah, sepertinya di gambar terlalu banyak efek",lumayan lah sepertinya di gambar terlalu banyak efek,4,Positive
"Mantaaaappss, terima kasihh..",mantaaaappss terima kasihh,4,Positive
Produk sesuai gambar cuman ada beberapa sisi yg kurang sempurna,produk sesuai gambar cuman ada beberapa sisi yg kurang sempurna,3,Neutral
Memuaskan sekali brand lokal bagus deh pokoknya,memuaskan sekali brand lokal bagus deh pokoknya,5,Positive
"Pengiriman sangat cepat, sepatu bagus tapi lemnya kurang rapih",pengiriman sangat cepat sepatu bagus tapi lemnya kurang rapih,4,Positive
"seller responsif, packaging kotak sepatu polos dibungkus plastik hitam..
secara overall barang bagus,cuma di bagian sol nya kurang rapi,agak kotor,dan tampak bekas lem di antara sol &amp; kulitnya..
harga bersaing,hehe.. ini alasan utama beli sepatu di toko ini..
terimakasih &amp; semoga lancar terus usahanya",seller responsif packaging kotak sepatu polos dibungkus plastik hitam secara overall barang bagus cuma di bagian sol nya kurang rapi agak kotor dan tampak bekas lem di antara sol amp kulitnya harga bersaing hehe ini alasan utama beli sepatu di toko ini terimakasih amp semoga lancar terus usahanya,4,Positive
Barang bagus sesuai gambar tp kecewa sma respon dan pengiriman pun lambat tidak sesuai 1 day tp tiba 2 day,barang bagus sesuai gambar tp kecewa sma respon dan pengiriman pun lambat tidak sesuai day tp tiba day,3,Neutral
Pelayanan cepat &amp; ramah,pelayanan cepat amp ramah,5,Positive
"dengan size 42 ternyata ukuran lebar dari sepatu pantofel tersebut agak terlalu lebar, sehingga kelihatan agak kebesaran ketika dipakai, sebab biasanya sepatu dengan size 42 sudah cocok untuk dipakai. Tapi sayangnya tidak terlalu cocok untuk sepatu pantofel ini.

Thanks",dengan size ternyata ukuran lebar dari sepatu pantofel tersebut agak terlalu lebar sehingga kelihatan agak kebesaran ketika dipakai sebab biasanya sepatu dengan size sudah cocok untuk dipakai tapi sayangnya tidak terlalu cocok untuk sepatu pantofel ini thanks,3,Neutral
Bagus barangnya ...n fast respon penjualnya...moga awet n bisa langgannan disini,bagus barangnya n fast respon penjualnya moga awet n bisa langgannan disini,5,Positive
"Keren sepatunya dan dapat tas pula, harga diskon",keren sepatunya dan dapat tas pula harga diskon,5,Positive
Harga berbanding lurus dengan kualitas,harga berbanding lurus dengan kualitas,4,Positive
"seep brang aman, sellerny ramah, pngirimn cpat👍👍👍",seep brang aman sellerny ramah pngirimn cpat,5,Positive
Kasih 41 gak muat bagian depan nya d utama in 42 mungkin gak ada,kasih gak muat bagian depan nya d utama in mungkin gak ada,4,Positive
Good produk&amp;recomended,good produk amp recomended,4,Positive
"Pesanan cepat diproses, ukuran dan warnanya sesuai pilihan, kualitas oke, semoga awet",pesanan cepat diproses ukuran dan warnanya sesuai pilihan kualitas oke semoga awet,4,Positive
Semoga awet dipakai sepatunya,semoga awet dipakai sepatunya,5,Positive
"bagus. respon juga baik. cuma lemnya agak kurang rapih. tapi sesuai sama harga kok.
Semoga tahan lama.",bagus respon juga baik cuma lemnya agak kurang rapih tapi sesuai sama harga kok semoga tahan lama,4,Positive
"Oke terimakasih broo , ,. , , , Barang sudah diterima",oke terimakasih broo barang sudah diterima,5,Positive
Mantap....barang nyampe dengan tepat waktu,mantap barang nyampe dengan tepat waktu,4,Positive
Sangat memuaskan prodaknya sesuai pada gambarnya,sangat memuaskan prodaknya sesuai pada gambarnya,5,Positive
Barang sesuai deskripsi dan permintaan. semoga bisa dipakai dalam waktu lama,barang sesuai deskripsi dan permintaan semoga bisa dipakai dalam waktu lama,5,Positive
Kayak punya sepatu yg harganya 2 jutaan lho ka,kayak punya sepatu yg harganya jutaan lho ka,5,Positive
Mantap. Barang sudah diterima. Pelayanan cepat. Packing rapi. Barang sesuai deskripsi. Respon seller juga cepat. Recommended seller. Terima kasih. Sukses terus Gan usahanya. Joss!!,mantap barang sudah diterima pelayanan cepat packing rapi barang sesuai deskripsi respon seller juga cepat recommended seller terima kasih sukses terus gan usahanya joss,5,Positive
"Produk yang bagus....
Terima kasih seller atas pelayanannya",produk yang bagus terima kasih seller atas pelayanannya,5,Positive
TOP !!!!!!!!!!!!!!!!!,top,5,Positive
Good product fast response recomended seller,good product fast response recomended seller,5,Positive
"Barangnya sih oke tp slow banget responnya, coba deh tingkatkan lagi ke depannya",barangnya sih oke tp slow banget responnya coba deh tingkatkan lagi ke depannya,1,Negative
"Sesuai Harga,thanks gan mantap!",sesuai harga thanks gan mantap,4,Positive
Mantap.barang original,mantap barang original,5,Positive
"Beli sdh 2 kali, Produk sesuai deskripsi, pengiriman cepat..recommended bgt.. thankyou",beli sdh kali produk sesuai deskripsi pengiriman cepat recommended bgt thankyou,5,Positive
"Bagus tapi kecil kayanya kalo di tangan cowok mah, ini buat cewe atau anak SMP cowo",bagus tapi kecil kayanya kalo di tangan cowok mah ini buat cewe atau anak smp cowo,5,Positive
Bagys barangnya sesuai deskripsi makasih...,bagys barangnya sesuai deskripsi makasih,4,Positive
"Jamnya bagus, simple, sporty dan ringan. Seller juga fast response dan produk bergaransi resmi",jamnya bagus simple sporty dan ringan seller juga fast response dan produk bergaransi resmi,5,Positive
Bagus semoga awet dan harga kompetitif,bagus semoga awet dan harga kompetitif,5,Positive
"Barang OK
Sesuai deskripsi.

Tapi walaupun model unisex, jam ini lebih cocok dipakai utk cewek karena diameter jamnya yg kecil",barang ok sesuai deskripsi tapi walaupun model unisex jam ini lebih cocok dipakai utk cewek karena diameter jamnya yg kecil,5,Positive
Senang kemasan rapi dan tepat waktu,senang kemasan rapi dan tepat waktu,5,Positive
Sesuai dengan gambarnya..ok ...thanks,sesuai dengan gambarnya ok thanks,5,Positive
Barang sudah sampai.................,barang sudah sampai,4,Positive
"Barang sesuai deskripsi, pengiriman cepat",barang sesuai deskripsi pengiriman cepat,5,Positive
Sesuai dengan deskripsi barangnya. Dan pengiriman cepat sesuai dgn seller informasikan.seller sangat responsif,sesuai dengan deskripsi barangnya dan pengiriman cepat sesuai dgn seller informasikan seller sangat responsif,5,Positive
Pasti bagus dan terpercaya beli disini,pasti bagus dan terpercaya beli disini,5,Positive
"Bagus banget, sesuai deskripsi",bagus banget sesuai deskripsi,5,Positive
"Packing bagus, cepat sampai, sesuai pesanan, ternyata jam nya kecil, overall puas sama pesanan.",packing bagus cepat sampai sesuai pesanan ternyata jam nya kecil overall puas sama pesanan,4,Positive
ok barang sesuai............,ok barang sesuai,4,Positive
Produk bagus sesuai dan pengiriman cepat,produk bagus sesuai dan pengiriman cepat,5,Positive
"Harga ,produk,fungsi ,sesuai",harga produk fungsi sesuai,5,Positive
"Bagus jamnya, recommended seller, thank you 👍😁",bagus jamnya recommended seller thank you,5,Positive
"Recsell, barang sesuai gambar, respon cepat top(y)",recsell barang sesuai gambar respon cepat top y,5,Positive
Packing rapih  &amp; amannn,packing rapih amp amannn,4,Positive
"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris ultrices aliquet mollis. Integer id dictum metus, sed feugiat neque. Curabitur ac lacinia tortor. Duis cursus id lectus sed scelerisque. Quisque et semper tellus, ac lacinia ipsum. Mauris interdum lorem quis quam imperdiet venenatis. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos.",lorem ipsum dolor sit amet consectetur adipiscing elit mauris ultrices aliquet mollis integer id dictum metus sed feugiat neque curabitur ac lacinia tortor duis cursus id lectus sed scelerisque quisque et semper tellus ac lacinia ipsum mauris interdum lorem quis quam imperdiet venenatis class aptent taciti sociosqu ad litora torquent per conubia nostra per inceptos himenaeos,5,Positive
"bagus,,sesuai di gambar",bagus sesuai di gambar,5,Positive
Barang okaylah packing rapih cma aga lama aja krna kantor nya sabtu minggu libur katanya .. tq,barang okaylah packing rapih cma aga lama aja krna kantor nya sabtu minggu libur katanya tq,4,Positive
"Pengiriman cepat, pelayan lumayan tanggap. Sayangnya nggak dapet kartu garansi biru. Packing terjaga banget, best dah pokok",pengiriman cepat pelayan lumayan tanggap sayangnya nggak dapet kartu garansi biru packing terjaga banget best dah pokok,5,Positive
Produk sesuai gambar baguss,produk sesuai gambar baguss,5,Positive
"Packingnya rapih bangett, mantapp",packingnya rapih bangett mantapp,5,Positive
Gak layak disebut jam pria.  Strap kecil diameter jg krg utk dipake cowok. Sy kasih sm pembantu sy jamnya (cewek). Cukup sekali.,gak layak disebut jam pria strap kecil diameter jg krg utk dipake cowok sy kasih sm pembantu sy jamnya cewek cukup sekali,1,Negative
Keren. Sesuai gambar. Gak nyesel deh,keren sesuai gambar gak nyesel deh,5,Positive
"Packingnya sangat rapi, mantap",packingnya sangat rapi mantap,5,Positive
Packing kurang aman tolong di tingkat kan lagi ... Kalau jam mendarat dengan bagus keren sih puas dengan jam nya cuman saran packing nya aja ...,packing kurang aman tolong di tingkat kan lagi kalau jam mendarat dengan bagus keren sih puas dengan jam nya cuman saran packing nya aja,4,Positive
"Jamnya keren dan bagus packingnya, jadi jam sangat aman",jamnya keren dan bagus packingnya jadi jam sangat aman,5,Positive
packing jam tanpa tempat dr kaleng yg biasa sy beli di mall.. mungkin krn ini harganya beda.. overall good lah.. thanks,packing jam tanpa tempat dr kaleng yg biasa sy beli di mall mungkin krn ini harganya beda overall good lah thanks,5,Positive
Mantap! Barang aman dan sesuai dengan deskripsi.. Harga pun sangat kompetitif. Terimakasih.,mantap barang aman dan sesuai dengan deskripsi harga pun sangat kompetitif terimakasih,5,Positive
"Barang sdh di terima dlm kondisi baik sesuai pesanan produk berkualitas dan original bergaransi resmi, packing rapih aman dan pengiriman cpt, recommended seller",barang sdh di terima dlm kondisi baik sesuai pesanan produk berkualitas dan original bergaransi resmi packing rapih aman dan pengiriman cpt recommended seller,5,Positive
Sampai tujuan dengan selamat,sampai tujuan dengan selamat,4,Positive
"Alhamdulillah udg sampai barangnya.
Kereeenn jga",alhamdulillah udg sampai barangnya kereeenn jga,5,Positive
Packing rapih Dan barang sesuai dengan pesanan,packing rapih dan barang sesuai dengan pesanan,5,Positive
Jossssd gandosssss pooolll,jossssd gandosssss pooolll,4,Positive
Saya minta kembalikan dana kecewa bgt TDK sesuai digambar besar DTG kecil sekali,saya minta kembalikan dana kecewa bgt tdk sesuai digambar besar dtg kecil sekali,1,Negative
Bagus sih tapi jam nya kecil sekali tp bagus,bagus sih tapi jam nya kecil sekali tp bagus,4,Positive
"Produk Bagus, Kualitasnya Bagus, Pengirimannya Cepat Mantablah! Btw Ini Jam Cowo Atau Cewek Ya??? hehehe...",produk bagus kualitasnya bagus pengirimannya cepat mantablah btw ini jam cowo atau cewek ya hehehe,5,Positive
Produk bagus..ternyata jam nya kecil..tp pengiriman cepat...recommended seller...,produk bagus ternyata jam nya kecil tp pengiriman cepat recommended seller,4,Positive
Super puas! Barang bagus proses order dan kirim cepat!!,super puas barang bagus proses order dan kirim cepat,5,Positive
keciiiiill ternyata.....,keciiiiill ternyata,4,Positive
"Jam tangan anak2 di jual.ukuran terlalu kecil.kecewa belanja disini.....jangan belanja disini,diskon tapi ga jelas ukurannya.",jam tangan anak di jual ukuran terlalu kecil kecewa belanja disini jangan belanja disini diskon tapi ga jelas ukurannya,1,Negative
"packing baik sekali, barang ori, istimewa, puas sekali",packing baik sekali barang ori istimewa puas sekali,5,Positive
"Pengiriman cepat, packing rapi dan aman 👍",pengiriman cepat packing rapi dan aman,5,Positive
Bagus sesuai keinginan......,bagus sesuai keinginan,5,Positive
"Okeeeeee,..............................................",okeeeeee,5,Positive
"Recommended seller, fast respon",recommended seller fast respon,4,Positive
"Barang sudah diterima, sesuai deskripsi...terimakasih",barang sudah diterima sesuai deskripsi terimakasih,5,Positive
Memuasskaaan pokonya 👍,memuasskaaan pokonya,5,Positive
Kecil tp okelahhhhhhhh,kecil tp okelahhhhhhhh,5,Positive
Cepat sampai.. nice watch,cepat sampai nice watch,4,Positive
Thanks jamnya daah sampai...Jamnya Mungil bangeettt Kya mainan 😂,thanks jamnya daah sampai jamnya mungil bangeettt kya mainan,4,Positive
"Ternyata produk untuk wanita, info kurang di deskripsi. Tapi lumayan bagus buat di tangan cowo yg kurus kaya saya. Terima Kasih",ternyata produk untuk wanita info kurang di deskripsi tapi lumayan bagus buat di tangan cowo yg kurus kaya saya terima kasih,5,Positive
"Jam nya cakep, sesuai deskripsi, respon , packing rapih...recomended deh",jam nya cakep sesuai deskripsi respon packing rapih recomended deh,5,Positive
